,JOIN,doubleheader,temperature_fahrenheit,season_game_number,days_since_last_game,pitches_p,ba_p,iso_p,babip_p,slg_p,woba_p,xwoba_p,xba_p,hits_p,abs_p,launch_speed_p,launch_angle_p,spin_rate_p,velocity_p,effective_speed_p,whiffs_p,swings_p,takes_p,eff_min_vel_p,release_extension_p,pitcher_run_exp_p,run_exp_p,pitches_h,ba_h,iso_h,babip_h,slg_h,woba_h,xwoba_h,xba_h,hits_h,abs_h,launch_speed_h,launch_angle_h,spin_rate_h,velocity_h,effective_speed_h,whiffs_h,swings_h,takes_h,eff_min_vel_h,release_extension_h,pitcher_run_exp_h,run_exp_h,duration,score,opp_score,opp_ScoreLine,winLoss_numeric
3896,45165CHCDH0,0,73,130,1.0,125,0.129,0.032,0.211,0.161,0.16,0.249,0.206,4,31,90.1,12.1,2185,88.2,88.68,17,53,72,0.5,6.37,4.5,-4.5,172,0.3,0.2,0.367,0.5,0.363,0.375,0.324,12,40,87.1,9.6,2113,87.5,88.62,19,92,80,1.0999999999999943,6.78,-4.1,4.1,160,10,1,100000000,1
3897,45165PITDH0,0,73,131,1.0,172,0.3,0.2,0.367,0.5,0.363,0.375,0.324,12,40,87.1,9.6,2113,87.5,88.62,19,92,80,1.0999999999999943,6.78,-4.1,4.1,125,0.129,0.032,0.211,0.161,0.16,0.249,0.206,4,31,90.1,12.1,2185,88.2,88.68,17,53,72,0.5,6.37,4.5,-4.5,160,1,10,100230013,0
3898,45165AZDH0,0,78,131,1.0,134,0.133,0.0,0.19,0.133,0.132,0.16,0.131,4,30,83.4,8.5,2224,88.7,88.56,14,61,73,-0.1,6.26,3.2,-3.2,129,0.286,0.214,0.318,0.5,0.363,0.34,0.263,8,28,89.2,21.4,2573,91.5,90.75,15,56,73,-0.8,5.76,0.0,0.0,156,5,2,000001100,1
3899,45165CINDH0,0,78,132,1.0,129,0.286,0.214,0.318,0.5,0.363,0.34,0.263,8,28,89.2,21.4,2573,91.5,90.75,15,56,73,-0.8,5.76,0.0,0.0,134,0.133,0.0,0.19,0.133,0.132,0.16,0.131,4,30,83.4,8.5,2224,88.7,88.56,14,61,73,-0.1,6.26,3.2,-3.2,156,2,5,00100013x,0
3900,45165CLEDH0,0,68,131,1.0,171,0.216,0.297,0.179,0.514,0.341,0.358,0.246,8,37,82.8,22.5,2250,89.4,89.99,17,83,88,0.5999999999999943,6.48,-0.4,0.4,205,0.289,0.222,0.379,0.511,0.373,0.346,0.266,13,45,89.1,24.5,2314,91.2,91.98,26,90,115,0.7999999999999972,6.66,-2.8,2.8,214,10,7,20010201001,1
3901,45165TORDH0,0,68,131,1.0,205,0.289,0.222,0.379,0.511,0.373,0.346,0.266,13,45,89.1,24.5,2314,91.2,91.98,26,90,115,0.7999999999999972,6.66,-2.8,2.8,171,0.216,0.297,0.179,0.514,0.341,0.358,0.246,8,37,82.8,22.5,2250,89.4,89.99,17,83,88,0.5999999999999943,6.48,-0.4,0.4,214,7,10,00220002004,0
3902,45165DETDH0,0,71,130,1.0,198,0.481,0.346,0.488,0.827,0.566,0.473,0.373,25,52,90.1,19.9,2192,83.1,82.3,12,106,92,-0.8,5.69,-13.5,13.5,167,0.156,0.188,0.176,0.344,0.287,0.347,0.185,5,32,85.9,26.3,2471,89.3,89.02,19,87,80,-0.3,6.17,0.4,-0.4,190,4,17,002100473,0
3903,45165HOUDH0,0,71,132,1.0,167,0.156,0.188,0.176,0.344,0.287,0.347,0.185,5,32,85.9,26.3,2471,89.3,89.02,19,87,80,-0.3,6.17,0.4,-0.4,198,0.481,0.346,0.488,0.827,0.566,0.473,0.373,25,52,90.1,19.9,2192,83.1,82.3,12,106,92,-0.8,5.69,-13.5,13.5,190,17,4,000000031,1
3904,45165KCDH0,0,77,132,1.0,131,0.214,0.25,0.286,0.464,0.323,0.311,0.208,6,28,91.9,15.6,2333,89.0,89.35,21,63,68,0.2999999999999971,6.28,0.2,-0.2,132,0.156,0.094,0.2,0.25,0.189,0.203,0.168,5,32,91.1,15.6,2200,92.9,92.18,24,71,61,-0.7,5.64,2.8,-2.8,137,2,3,01002000x,0
3905,45165SEADH0,0,77,130,1.0,132,0.156,0.094,0.2,0.25,0.189,0.203,0.168,5,32,91.1,15.7,2200,92.9,92.18,24,71,61,-0.7,5.64,2.8,-2.8,131,0.214,0.25,0.286,0.464,0.323,0.311,0.208,6,28,91.9,15.6,2333,89.0,89.35,21,63,68,0.2999999999999971,6.28,0.2,-0.2,137,3,2,000000020,1
3906,45165MIADH0,0,72,131,1.0,126,0.212,0.03,0.292,0.242,0.24,0.191,0.146,7,33,88.9,9.6,2204,89.8,90.24,11,58,68,0.4000000000000057,6.69,3.6,-3.6,121,0.2,0.167,0.208,0.367,0.267,0.262,0.213,6,30,86.6,17.6,2112,86.9,87.74,11,55,66,0.7999999999999972,6.85,2.0,-2.0,134,2,1,001000000,1
3907,45165WSHDH0,0,72,131,1.0,121,0.2,0.167,0.208,0.367,0.267,0.262,0.213,6,30,86.6,17.6,2112,86.9,87.74,11,55,66,0.7999999999999972,6.85,2.0,-2.0,126,0.212,0.03,0.292,0.242,0.24,0.191,0.146,7,33,88.9,9.6,2204,89.8,90.24,11,58,68,0.4000000000000057,6.69,3.6,-3.6,134,1,2,00200000x,0
3908,45165MINDH0,0,71,131,1.0,199,0.213,0.149,0.235,0.362,0.273,0.342,0.256,10,47,88.4,17.1,2170,86.8,87.3,16,100,99,0.5,6.51,2.4,-2.4,240,0.182,0.068,0.233,0.25,0.28,0.318,0.215,8,44,89.3,29.8,2305,91.0,91.67,34,102,138,0.7000000000000028,6.56,0.7,-0.7,250,7,6,0104000000010,1
3909,45165TEXDH0,0,71,130,1.0,240,0.182,0.068,0.233,0.25,0.28,0.318,0.215,8,44,89.3,29.8,2305,91.0,91.67,34,102,138,0.7000000000000028,6.56,0.7,-0.7,199,0.213,0.149,0.235,0.362,0.273,0.342,0.256,10,47,88.4,17.1,2170,86.8,87.3,16,100,99,0.5,6.51,2.4,-2.4,250,6,7,0000040010011,0
3910,45165LAADH0,0,79,131,1.0,121,0.273,0.03,0.409,0.303,0.289,0.284,0.241,9,33,87.3,26.2,2283,91.1,90.24,22,59,62,-0.9,5.95,-0.8,0.8,134,0.129,0.097,0.158,0.226,0.198,0.251,0.162,4,31,85.7,10.8,2241,88.5,89.04,19,63,71,0.5,6.84,4.0,-4.0,150,2,3,000100011,0
3911,45165NYMDH0,0,79,131,1.0,134,0.129,0.097,0.158,0.226,0.198,0.251,0.162,4,31,85.7,10.8,2241,88.5,89.04,19,63,71,0.5,6.84,4.0,-4.0,121,0.273,0.03,0.409,0.303,0.289,0.284,0.241,9,33,87.3,26.2,2283,91.1,90.24,22,59,62,-0.9,5.95,-0.8,0.8,150,3,2,000000110,1
3912,45165CWSDH0,0,71,131,1.0,134,0.071,0.0,0.125,0.071,0.12,0.18,0.126,2,28,81.5,17.9,2266,89.0,89.74,30,63,71,0.7000000000000028,6.76,4.3,-4.3,156,0.361,0.111,0.464,0.472,0.377,0.341,0.319,13,36,84.7,19.9,2181,87.4,87.55,16,84,72,0.1,6.3,-2.0,2.0,156,6,1,000001000,1
3913,45165OAKDH0,0,71,131,1.0,156,0.361,0.111,0.464,0.472,0.377,0.341,0.319,13,36,84.7,19.9,2181,87.4,87.55,16,84,72,0.1,6.3,-2.0,2.0,134,0.071,0.0,0.125,0.071,0.12,0.18,0.126,2,28,81.5,17.9,2266,89.0,89.74,30,63,71,0.7000000000000028,6.76,4.3,-4.3,156,1,6,10200120x,0
3914,45165PHIDH0,0,86,130,1.0,129,0.069,0.069,0.118,0.138,0.143,0.219,0.157,2,29,91.3,18.6,2282,89.7,90.38,20,57,72,0.7000000000000028,6.78,3.9,-3.9,142,0.333,0.152,0.37,0.485,0.35,0.312,0.287,11,33,87.6,15.8,2075,87.8,87.37,19,72,70,-0.4,6.0,0.5,-0.5,162,3,0,000000000,1
3915,45165STLDH0,0,86,131,1.0,142,0.333,0.152,0.37,0.485,0.35,0.312,0.287,11,33,87.6,15.8,2075,87.8,87.37,19,72,70,-0.4,6.0,0.5,-0.5,129,0.069,0.069,0.118,0.138,0.143,0.219,0.157,2,29,91.3,18.6,2282,89.7,90.38,20,57,72,0.7000000000000028,6.78,3.9,-3.9,162,0,3,10001010x,0
3916,45165MILDH0,0,71,130,1.0,159,0.257,0.2,0.318,0.457,0.36,0.302,0.221,9,35,85.5,15.2,2238,91.9,92.28,19,72,87,0.3999999999999915,6.65,-0.6,0.6,166,0.294,0.206,0.346,0.5,0.404,0.419,0.311,10,34,84.1,7.9,2079,86.6,86.84,12,70,96,0.2000000000000028,6.52,-7.9,7.9,187,10,6,130000200,1
3917,45165SDDH0,0,71,131,1.0,166,0.294,0.206,0.346,0.5,0.404,0.419,0.311,10,34,84.1,7.9,2079,86.6,86.84,12,70,96,0.2000000000000028,6.52,-7.9,7.9,159,0.257,0.2,0.318,0.457,0.36,0.302,0.221,9,35,85.5,15.2,2238,91.9,92.28,19,72,87,0.3999999999999915,6.65,-0.6,0.6,187,6,10,10100710x,0
3918,45165NYYDH0,0,72,130,1.0,160,0.294,0.118,0.409,0.412,0.373,0.362,0.252,10,34,83.6,20.5,2213,91.0,91.01,26,81,79,0.0,6.43,-2.5,2.5,123,0.129,0.29,0.043,0.419,0.252,0.342,0.238,4,31,89.3,24.0,2107,88.7,88.59,16,63,60,-0.1,6.31,0.6,-0.6,165,4,7,20000401x,0
3919,45165TBDH0,0,72,132,1.0,123,0.129,0.29,0.043,0.419,0.252,0.342,0.238,4,31,89.3,24.0,2107,88.7,88.59,16,63,60,-0.1,6.31,0.6,-0.6,160,0.294,0.118,0.409,0.412,0.373,0.362,0.252,10,34,83.6,20.5,2213,91.0,91.01,26,81,79,0.0,6.43,-2.5,2.5,165,7,4,002200000,1
3920,45166ATLDH0,0,79,130,1.0,134,0.265,0.118,0.348,0.382,0.281,0.284,0.241,9,34,90.3,7.0,2268,88.4,88.77,22,77,57,0.3999999999999915,6.22,1.3,-1.3,152,0.419,0.302,0.432,0.721,0.492,0.457,0.379,18,43,92.7,12.3,2241,88.0,88.36,15,72,80,0.4000000000000057,6.26,-10.4,10.4,174,14,4,100120000,1
3921,45166COLDH0,0,79,131,1.0,152,0.419,0.302,0.432,0.721,0.492,0.457,0.379,18,43,92.7,12.3,2241,88.0,88.36,15,72,80,0.4000000000000057,6.26,-10.4,10.4,134,0.265,0.118,0.348,0.382,0.281,0.284,0.241,9,34,90.3,7.0,2268,88.4,88.77,22,77,57,0.3999999999999915,6.22,1.3,-1.3,174,4,14,002021405,0
3922,45166BALDH0,0,79,131,1.0,132,0.071,0.036,0.1,0.107,0.117,0.279,0.22,2,28,90.4,1.3,2259,91.7,92.81,18,73,59,1.0999999999999943,7.08,4.3,-4.3,171,0.314,0.114,0.37,0.429,0.376,0.353,0.287,11,35,89.5,4.3,2289,87.5,88.03,18,88,83,0.5,6.7,-2.8,2.8,163,9,0,000000000,1
3923,45166CWSDH0,0,79,132,1.0,171,0.314,0.114,0.37,0.429,0.376,0.353,0.287,11,35,89.5,4.3,2289,87.5,88.03,18,88,83,0.5,6.7,-2.8,2.8,132,0.071,0.036,0.1,0.107,0.117,0.279,0.22,2,28,90.4,1.3,2259,91.7,92.81,18,73,59,1.0999999999999943,7.08,4.3,-4.3,163,0,9,00220005x,0
3924,45166CHCDH0,0,73,131,1.0,147,0.27,0.216,0.296,0.486,0.31,0.399,0.308,10,37,92.5,8.7,2471,88.1,88.56,18,75,72,0.5,6.57,-0.3,0.3,130,0.156,0.188,0.115,0.344,0.223,0.311,0.262,5,32,87.2,5.0,2115,86.7,86.8,8,57,73,0.1,6.33,2.6,-2.6,138,2,6,410000100,0
3925,45166MILDH0,0,73,131,1.0,130,0.156,0.188,0.115,0.344,0.223,0.311,0.262,5,32,87.2,5.0,2115,86.7,86.8,8,57,73,0.1,6.33,2.6,-2.6,147,0.27,0.216,0.296,0.486,0.31,0.399,0.308,10,37,92.5,8.7,2471,88.1,88.56,18,75,72,0.5,6.57,-0.3,0.3,138,6,2,100010000,1
3926,45166CINDH0,0,67,133,1.0,155,0.267,0.1,0.421,0.367,0.312,0.276,0.211,8,30,92.2,7.2,2277,89.5,90.05,16,71,84,0.5999999999999943,6.5,0.3,-0.3,123,0.188,0.063,0.333,0.25,0.218,0.226,0.192,6,32,88.8,11.8,2172,89.3,89.69,15,48,75,0.4000000000000057,6.57,2.6,-2.6,145,1,4,10200100x,0
3927,45166SFDH0,0,67,131,1.0,123,0.188,0.063,0.333,0.25,0.218,0.226,0.192,6,32,88.8,11.8,2172,89.3,89.69,15,48,75,0.4000000000000057,6.57,2.6,-2.6,155,0.267,0.1,0.421,0.367,0.312,0.276,0.211,8,30,92.2,7.2,2277,89.5,90.05,16,71,84,0.5999999999999943,6.5,0.3,-0.3,145,4,1,000000010,1
3928,45166CLEDH0,0,83,132,1.0,173,0.353,0.324,0.45,0.676,0.472,0.389,0.26,12,34,93.7,17.7,2208,87.4,87.18,17,79,94,-0.2,6.1,-5.9,5.9,118,0.212,0.212,0.231,0.424,0.27,0.287,0.236,7,33,87.3,11.3,2172,87.5,87.61,11,56,62,0.1,6.15,-1.6,1.6,156,6,10,06130000x,0
3929,45166MINDH0,0,83,132,1.0,118,0.212,0.212,0.231,0.424,0.27,0.287,0.236,7,33,87.3,11.3,2172,87.5,87.61,11,56,62,0.1,6.15,-1.6,1.6,173,0.353,0.324,0.45,0.676,0.472,0.389,0.26,12,34,93.7,17.7,2208,87.4,87.18,17,79,94,-0.2,6.1,-5.9,5.9,156,10,6,041100000,1
3930,45166DETDH0,0,74,131,1.0,174,0.2,0.2,0.294,0.4,0.307,0.286,0.184,7,35,90.7,16.6,2359,89.3,88.84,31,75,99,-0.5,6.01,1.3,-1.3,122,0.212,0.212,0.273,0.424,0.263,0.237,0.216,7,33,91.1,3.5,2232,92.8,92.45,18,65,57,-0.3,6.14,3.0,-3.0,155,1,4,000010210,0
3931,45166NYYDH0,0,74,131,1.0,122,0.212,0.212,0.273,0.424,0.263,0.237,0.216,7,33,91.1,3.5,2232,92.8,92.45,18,65,57,-0.3,6.14,3.0,-3.0,174,0.2,0.2,0.294,0.4,0.307,0.286,0.184,7,35,90.7,16.6,2359,89.3,88.84,31,75,99,-0.5,6.01,1.3,-1.3,155,4,1,000000001,1
3932,45166BOSDH0,0,70,132,1.0,186,0.419,0.302,0.441,0.721,0.513,0.468,0.341,18,43,87.6,18.1,2236,86.0,86.22,19,89,97,0.2000000000000028,6.52,-9.6,9.6,176,0.278,0.139,0.31,0.417,0.376,0.35,0.225,10,36,91.9,24.4,2364,88.3,87.79,22,80,96,-0.5,6.02,-1.6,1.6,201,5,13,011016220,0
3933,45166HOUDH0,0,70,133,1.0,176,0.278,0.139,0.31,0.417,0.376,0.35,0.225,10,36,91.9,24.4,2364,88.3,87.79,22,80,96,-0.5,6.02,-1.6,1.6,186,0.419,0.302,0.441,0.721,0.513,0.468,0.341,18,43,87.6,18.1,2236,86.0,86.22,19,89,97,0.2000000000000028,6.52,-9.6,9.6,201,13,5,200020001,1
3934,45166KCDH0,0,83,133,1.0,143,0.353,0.118,0.4,0.471,0.39,0.288,0.244,12,34,84.7,3.5,2155,86.3,86.15,11,60,83,-0.1,6.15,-2.4,2.4,112,0.071,0.0,0.087,0.071,0.105,0.203,0.179,2,28,82.4,9.8,2309,90.8,91.99,11,58,54,1.2000000000000028,6.84,4.6,-4.6,136,0,5,011000210,0
3935,45166PITDH0,0,83,132,1.0,112,0.071,0.0,0.087,0.071,0.105,0.203,0.179,2,28,82.4,9.8,2309,90.8,91.99,11,58,54,1.2000000000000028,6.84,4.6,-4.6,143,0.353,0.118,0.4,0.471,0.39,0.288,0.244,12,34,84.7,3.5,2155,86.3,86.15,11,60,83,-0.1,6.15,-2.4,2.4,136,5,0,000000000,1
3936,45166AZDH0,0,83,132,1.0,143,0.324,0.353,0.269,0.676,0.453,0.439,0.325,11,34,90.7,13.1,2192,90.1,90.36,9,53,90,0.3000000000000113,6.43,-3.1,3.1,117,0.235,0.176,0.259,0.412,0.296,0.295,0.257,8,34,87.9,6.0,2444,91.7,92.68,12,55,62,1.0,6.84,0.5,-0.5,144,4,7,30000310x,0
3937,45166LADDH0,0,83,130,1.0,117,0.235,0.176,0.259,0.412,0.296,0.295,0.257,8,34,87.9,6.0,2444,91.7,92.68,12,55,62,1.0,6.84,0.5,-0.5,143,0.324,0.353,0.269,0.676,0.453,0.439,0.325,11,34,90.7,13.1,2192,90.1,90.36,9,53,90,0.3000000000000113,6.43,-3.1,3.1,144,7,4,010300000,1
3938,45166NYMDH0,0,73,132,1.0,158,0.278,0.111,0.417,0.389,0.317,0.332,0.302,10,36,92.8,9.5,2100,92.0,93.09,18,70,88,1.0999999999999943,6.9,1.1,-1.1,131,0.133,0.2,0.133,0.333,0.239,0.311,0.205,4,30,85.8,16.1,2178,91.2,91.36,25,74,57,0.2000000000000028,6.33,1.5,-1.5,162,3,4,000001012,0
3939,45166TEXDH0,0,73,131,1.0,131,0.133,0.2,0.133,0.333,0.239,0.311,0.205,4,30,85.8,16.1,2178,91.2,91.36,25,74,57,0.2000000000000028,6.33,1.5,-1.5,158,0.278,0.111,0.417,0.389,0.317,0.332,0.302,10,36,92.8,9.5,2100,92.0,93.09,18,70,88,1.0999999999999943,6.9,1.1,-1.1,162,4,3,002010000,1
3940,45166OAKDH0,0,67,132,1.0,151,0.389,0.278,0.444,0.667,0.471,0.404,0.331,14,36,92.4,14.2,2149,89.8,90.05,18,71,80,0.2000000000000028,6.44,-2.9,2.9,116,0.148,0.037,0.2,0.185,0.2,0.2,0.142,4,27,82.6,14.1,2302,90.1,90.94,12,49,67,0.8000000000000114,6.7,3.9,-3.9,149,0,7,10320100x,0
3941,45166SEADH0,0,67,131,1.0,116,0.148,0.037,0.2,0.185,0.2,0.2,0.142,4,27,82.6,14.1,2302,90.1,90.94,12,49,67,0.8000000000000114,6.7,3.9,-3.9,151,0.389,0.278,0.444,0.667,0.471,0.404,0.33,14,36,92.4,14.2,2149,89.8,90.05,18,71,80,0.2000000000000028,6.44,-2.9,2.9,149,7,0,000000000,1
3942,45166LAADH0,0,77,132,1.0,146,0.226,0.323,0.182,0.548,0.372,0.397,0.252,7,31,94.5,22.6,2102,88.0,88.44,20,67,79,0.4000000000000057,6.55,-1.4,1.4,128,0.289,0.079,0.367,0.368,0.304,0.267,0.256,11,38,88.0,9.2,2037,89.0,88.92,19,70,58,-0.1,6.19,0.3,-0.3,157,4,6,10022001x,0
3943,45166PHIDH0,0,77,131,1.0,128,0.289,0.079,0.367,0.368,0.304,0.267,0.256,11,38,88.0,9.2,2037,89.0,88.92,19,70,58,-0.1,6.19,0.3,-0.3,146,0.226,0.323,0.182,0.548,0.372,0.397,0.252,7,31,94.5,22.6,2102,88.0,88.44,20,67,79,0.4000000000000057,6.55,-1.4,1.4,157,6,4,100200100,1
3944,45166SDDH0,0,79,132,1.0,138,0.129,0.097,0.167,0.226,0.226,0.297,0.213,4,31,90.8,13.3,2275,90.3,91.02,21,58,80,0.7000000000000028,6.88,3.6,-3.6,141,0.324,0.027,0.333,0.351,0.352,0.367,0.316,12,37,89.6,13.6,2340,83.5,83.73,6,61,80,0.2000000000000028,6.51,-0.1,0.1,165,4,1,000000010,1
3945,45166STLDH0,0,79,132,1.0,141,0.324,0.027,0.333,0.351,0.352,0.367,0.316,12,37,89.6,13.6,2340,83.5,83.73,6,61,80,0.2000000000000028,6.51,-0.1,0.1,138,0.129,0.097,0.167,0.226,0.226,0.297,0.213,4,31,90.8,13.3,2275,90.3,91.02,21,58,80,0.7000000000000028,6.88,3.6,-3.6,165,1,4,000001102,0
3946,45166TORDH0,0,68,132,1.0,146,0.212,0.03,0.28,0.242,0.253,0.293,0.255,7,33,85.7,14.6,2179,90.8,90.92,18,74,72,0.1000000000000085,6.52,2.0,-2.0,165,0.273,0.121,0.308,0.394,0.349,0.374,0.277,9,33,81.4,9.2,2058,90.2,90.03,14,77,88,-0.2,6.27,-2.2,2.2,171,6,3,100020000,1
3947,45166WSHDH0,0,68,132,1.0,165,0.273,0.121,0.308,0.394,0.349,0.374,0.277,9,33,81.4,9.2,2058,90.2,90.03,14,77,88,-0.2,6.27,-2.2,2.2,146,0.212,0.03,0.28,0.242,0.253,0.293,0.255,7,33,85.7,14.6,2179,90.8,90.92,18,74,72,0.1000000000000085,6.52,2.0,-2.0,171,3,6,04101000x,0
3948,45167ATLDH0,0,82,131,1.0,135,0.1,0.067,0.167,0.167,0.165,0.25,0.179,3,30,88.8,10.2,2624,89.1,89.56,29,70,65,0.5,6.19,4.1,-4.1,143,0.375,0.175,0.4,0.55,0.409,0.369,0.296,15,40,88.7,11.6,2165,88.4,89.45,16,78,65,1.0,6.56,-0.8,0.8,156,3,1,010000000,1
3949,45167COLDH0,0,82,132,1.0,143,0.375,0.175,0.4,0.55,0.409,0.369,0.296,15,40,88.7,11.6,2165,88.4,89.45,16,78,65,1.0,6.56,-0.8,0.8,135,0.1,0.067,0.167,0.167,0.165,0.25,0.179,3,30,88.8,10.2,2624,89.1,89.56,29,70,65,0.5,6.19,4.1,-4.1,156,1,3,020010000,0
3950,45167BALDH0,0,79,132,1.0,131,0.286,0.086,0.31,0.371,0.284,0.334,0.298,10,35,84.7,6.1,2237,90.6,90.59,14,73,58,0.0,6.26,0.4,-0.4,167,0.378,0.054,0.4,0.432,0.379,0.362,0.35,14,37,90.4,13.5,2215,88.2,88.71,9,72,95,0.5,6.54,-4.0,4.0,185,9,3,001000002,1
3951,45167CWSDH0,0,79,133,1.0,167,0.378,0.054,0.4,0.432,0.379,0.362,0.35,14,37,90.4,13.5,2215,88.2,88.71,9,72,95,0.5,6.54,-4.0,4.0,131,0.286,0.086,0.31,0.371,0.284,0.334,0.298,10,35,84.7,6.1,2237,90.6,90.59,14,73,58,0.0,6.26,0.4,-0.4,185,3,9,00001035x,0
3952,45167CHCDH0,0,70,132,1.0,140,0.219,0.0,0.333,0.219,0.208,0.35,0.303,7,32,86.5,12.0,2402,88.5,88.75,20,75,65,0.2999999999999971,6.26,3.9,-3.9,125,0.267,0.033,0.364,0.3,0.289,0.257,0.225,8,30,85.0,5.7,2605,90.2,89.34,21,62,63,-0.9,6.44,2.2,-2.2,150,1,0,000000000,1
3953,45167MILDH0,0,70,132,1.0,125,0.267,0.033,0.364,0.3,0.289,0.257,0.225,8,30,85.0,5.7,2605,90.2,89.34,21,62,63,-0.9,6.44,2.2,-2.2,140,0.219,0.0,0.333,0.219,0.208,0.35,0.303,7,32,86.5,12.0,2402,88.5,88.75,20,75,65,0.2999999999999971,6.27,3.9,-3.9,150,0,1,10000000x,0
3954,45167CINDH0,0,74,134,1.0,138,0.226,0.194,0.261,0.419,0.284,0.275,0.225,7,31,90.8,13.0,2209,89.3,89.07,13,68,70,-0.2,6.13,-0.6,0.6,131,0.034,0.034,0.048,0.069,0.065,0.18,0.159,1,29,88.2,-1.8,1646,90.0,89.61,18,55,76,-0.4,6.04,3.7,-3.7,135,1,6,02300001x,0
3955,45167SFDH0,0,74,132,1.0,131,0.034,0.034,0.048,0.069,0.065,0.18,0.159,1,29,88.2,-1.8,1646,90.0,89.61,18,55,76,-0.4,6.04,3.7,-3.7,138,0.226,0.194,0.261,0.419,0.284,0.275,0.225,7,31,90.8,13.0,2209,89.3,89.07,13,68,70,-0.2,6.13,-0.6,0.6,135,6,1,000000001,1
3956,45167CLEDH0,0,80,133,1.0,165,0.206,0.206,0.192,0.412,0.305,0.28,0.201,7,34,86.4,26.3,2282,88.9,89.88,15,75,90,1.0,6.89,1.8,-1.8,135,0.289,0.158,0.323,0.447,0.341,0.285,0.237,11,38,84.6,9.1,2365,90.0,91.0,15,67,68,1.0,6.8,2.3,-2.3,166,4,2,000100001,1
3957,45167MINDH0,0,80,133,1.0,135,0.289,0.158,0.323,0.447,0.341,0.285,0.237,11,38,84.6,9.1,2365,90.0,91.0,15,67,68,1.0,6.8,2.3,-2.3,165,0.206,0.206,0.192,0.412,0.305,0.28,0.201,7,34,86.4,26.3,2282,88.9,89.88,15,75,90,1.0,6.89,1.8,-1.8,166,2,4,011100100,0
3958,45167DETDH0,0,74,132,1.0,136,0.194,0.29,0.176,0.484,0.328,0.316,0.198,6,31,90.0,16.4,2035,89.2,89.17,19,60,76,0.0,6.23,0.8,-0.8,129,0.219,0.031,0.318,0.25,0.246,0.303,0.258,7,32,89.7,15.6,2222,91.7,91.66,15,54,75,0.0,6.21,1.7,-1.7,141,2,4,100011001,0
3959,45167NYYDH0,0,74,132,1.0,129,0.219,0.031,0.318,0.25,0.246,0.303,0.258,7,32,89.7,15.6,2222,91.7,91.66,15,54,75,0.0,6.21,1.7,-1.7,136,0.194,0.29,0.176,0.484,0.328,0.316,0.198,6,31,90.0,16.4,2035,89.2,89.17,19,60,76,0.0,6.23,0.8,-0.8,141,4,2,000000002,1
3960,45167BOSDH0,0,69,133,1.0,160,0.257,0.257,0.233,0.514,0.352,0.4,0.338,9,35,89.7,4.5,2102,89.8,89.65,10,68,92,-0.1,6.34,-1.0,1.0,157,0.182,0.091,0.192,0.273,0.249,0.315,0.246,6,33,91.4,5.2,2454,89.1,88.77,15,71,86,-0.3,6.2,2.1,-2.1,177,2,6,200012100,0
3961,45167HOUDH0,0,69,134,1.0,157,0.182,0.091,0.192,0.273,0.249,0.315,0.246,6,33,91.4,5.2,2454,89.1,88.77,15,71,86,-0.3,6.2,2.1,-2.1,160,0.257,0.257,0.233,0.514,0.352,0.4,0.338,9,35,89.7,4.5,2102,89.8,89.65,10,68,92,-0.1,6.34,-1.0,1.0,177,6,2,001001000,1
3962,45167KCDH0,0,85,134,1.0,164,0.25,0.306,0.318,0.556,0.368,0.304,0.212,9,36,85.2,0.9,2316,92.0,92.02,21,81,83,0.0,6.24,-1.4,1.4,130,0.182,0.061,0.24,0.242,0.212,0.282,0.254,6,33,89.4,1.6,2275,91.2,91.86,17,67,62,0.7000000000000028,6.57,2.5,-2.5,160,3,6,000000024,0
3963,45167PITDH0,0,85,133,1.0,130,0.182,0.061,0.24,0.242,0.212,0.282,0.254,6,33,89.4,1.6,2275,91.2,91.86,17,67,62,0.7000000000000028,6.57,2.5,-2.5,164,0.25,0.306,0.318,0.556,0.368,0.304,0.212,9,36,85.2,0.9,2316,92.0,92.02,21,81,83,0.0,6.24,-1.4,1.4,160,6,3,000100002,1
3964,45167AZDH0,0,83,133,1.0,132,0.457,0.314,0.452,0.771,0.519,0.393,0.341,16,35,88.6,19.8,2132,86.2,86.07,12,68,64,-0.1,5.97,-6.3,6.3,141,0.194,0.097,0.238,0.29,0.275,0.313,0.234,6,31,87.9,9.4,2287,87.6,88.17,17,58,83,0.6000000000000085,6.62,3.0,-3.0,150,1,9,31201200x,0
3965,45167LADDH0,0,83,131,1.0,141,0.194,0.097,0.238,0.29,0.275,0.313,0.234,6,31,87.9,9.4,2287,87.6,88.17,17,58,83,0.6000000000000085,6.62,3.0,-3.0,132,0.457,0.314,0.452,0.771,0.519,0.393,0.341,16,35,88.6,19.8,2132,86.2,86.07,12,68,64,-0.1,5.97,-6.3,6.3,150,9,1,000010000,1
3966,45167NYMDH0,0,76,133,1.0,145,0.2,0.133,0.238,0.333,0.293,0.372,0.28,6,30,93.5,12.8,2077,88.4,88.74,16,58,87,0.2999999999999971,6.59,1.6,-1.6,122,0.212,0.091,0.286,0.303,0.235,0.267,0.229,7,33,85.3,5.7,2342,89.7,90.25,15,67,55,0.5,6.77,3.2,-3.2,145,1,2,000000101,0
