,JOIN,doubleheader,temperature_fahrenheit,season_game_number,days_since_last_game,pitches_p,ba_p,iso_p,babip_p,slg_p,woba_p,xwoba_p,xba_p,hits_p,abs_p,launch_speed_p,launch_angle_p,spin_rate_p,velocity_p,effective_speed_p,whiffs_p,swings_p,takes_p,eff_min_vel_p,release_extension_p,pitcher_run_exp_p,run_exp_p,pitches_h,ba_h,iso_h,babip_h,slg_h,woba_h,xwoba_h,xba_h,hits_h,abs_h,launch_speed_h,launch_angle_h,spin_rate_h,velocity_h,effective_speed_h,whiffs_h,swings_h,takes_h,eff_min_vel_h,release_extension_h,pitcher_run_exp_h,run_exp_h,duration,score,opp_score,opp_ScoreLine,winLoss_numeric
72,45018CHCDH0,0,47,3,1.0,168,0.351,0.108,0.433,0.459,0.371,0.372,0.304,13,37,85.8,10.9,2266,89.6,90.03,24,80,88,0.4000000000000057,6.56,-4.7,4.7,149,0.273,0.212,0.292,0.485,0.351,0.353,0.279,9,33,86.2,13.1,2210,88.1,87.45,14,59,90,-0.6,6.28,0.6,-0.6,177,5,9,011105100,0
73,45018MILDH0,0,47,3,1.0,149,0.273,0.212,0.292,0.485,0.351,0.353,0.279,9,33,86.2,13.1,2210,88.1,87.45,14,59,90,-0.6,6.28,0.6,-0.6,168,0.351,0.108,0.433,0.459,0.371,0.372,0.304,13,37,85.8,10.9,2266,89.6,90.03,24,80,88,0.4000000000000057,6.56,-4.7,4.7,177,9,5,110000120,1
74,45018CINDH0,0,49,3,1.0,125,0.182,0.121,0.2,0.303,0.22,0.248,0.193,6,33,87.3,14.9,2544,91.6,90.31,15,65,60,-1.3,5.94,3.6,-3.6,135,0.281,0.25,0.292,0.531,0.362,0.344,0.277,9,32,87.1,14.6,2361,88.9,89.32,18,62,73,0.3999999999999915,6.57,1.9,-1.9,144,3,1,000100000,1
75,45018PITDH0,0,49,3,1.0,135,0.281,0.25,0.292,0.531,0.362,0.344,0.277,9,32,87.1,14.6,2361,88.9,89.32,18,62,73,0.3999999999999915,6.57,1.9,-1.9,125,0.182,0.121,0.2,0.303,0.22,0.248,0.193,6,33,87.3,14.9,2544,91.6,90.31,15,65,60,-1.3,5.94,3.6,-3.6,144,1,3,01101000x,0
76,45018CWSDH0,0,73,4,1.0,179,0.206,0.0,0.318,0.206,0.281,0.333,0.224,7,34,87.9,11.2,2375,92.2,92.42,23,77,102,0.2000000000000028,6.58,2.1,-2.1,151,0.325,0.325,0.355,0.65,0.44,0.34,0.255,13,40,86.0,15.2,2421,85.9,86.18,16,69,82,0.2999999999999971,6.61,-3.1,3.1,186,6,3,000001002,1
77,45018HOUDH0,0,73,4,1.0,151,0.325,0.325,0.355,0.65,0.44,0.34,0.255,13,40,86.0,15.2,2421,85.9,86.18,16,69,82,0.2999999999999971,6.61,-3.1,3.1,179,0.206,0.0,0.318,0.206,0.281,0.333,0.224,7,34,87.9,11.2,2375,92.2,92.42,23,77,102,0.2000000000000028,6.58,2.1,-2.1,186,3,6,000012012,0
78,45018KCDH0,0,72,3,1.0,165,0.342,0.211,0.407,0.553,0.424,0.453,0.332,13,38,89.4,5.2,2379,88.1,84.98,19,72,93,-3.1,6.37,-2.4,2.4,127,0.182,0.242,0.182,0.424,0.287,0.317,0.229,6,33,89.0,14.7,2147,88.0,88.3,14,66,61,0.2999999999999971,6.55,0.8,-0.8,155,4,7,010101310,0
79,45018MINDH0,0,72,3,1.0,127,0.182,0.242,0.182,0.424,0.287,0.317,0.229,6,33,89.0,14.7,2147,88.0,88.3,14,66,61,0.2999999999999971,6.55,0.8,-0.8,165,0.342,0.211,0.407,0.553,0.424,0.453,0.331,13,38,89.4,5.2,2379,88.1,84.98,19,72,93,-3.1,6.37,-2.4,2.4,155,7,4,010000201,1
80,45018AZDH0,0,68,4,1.0,148,0.129,0.097,0.158,0.226,0.227,0.294,0.217,4,31,92.9,11.8,2223,87.2,87.0,18,67,81,-0.2,6.07,3.6,-3.6,124,0.273,0.061,0.333,0.333,0.276,0.279,0.279,9,33,81.5,16.7,2117,92.3,92.65,15,66,58,0.4000000000000057,6.38,0.4,-0.4,152,2,1,100000000,1
81,45018LADDH0,0,68,4,1.0,124,0.273,0.061,0.333,0.333,0.276,0.279,0.279,9,33,81.5,16.7,2117,92.3,92.65,15,66,58,0.4000000000000057,6.38,0.4,-0.4,148,0.129,0.097,0.158,0.226,0.227,0.294,0.217,4,31,92.9,11.8,2223,87.2,87.0,18,67,81,-0.2,6.07,3.6,-3.6,152,1,2,000010001,0
82,45018MIADH0,0,72,4,1.0,145,0.161,0.129,0.174,0.29,0.286,0.331,0.22,5,31,85.7,3.2,2141,90.6,90.66,17,74,71,0.1000000000000085,6.49,0.0,0.0,148,0.143,0.036,0.235,0.179,0.223,0.281,0.205,4,28,90.5,4.4,2180,89.9,88.71,13,54,94,-1.2,6.4,3.3,-3.3,160,1,5,200020100,0
83,45018NYMDH0,0,72,4,1.0,148,0.143,0.036,0.235,0.179,0.223,0.281,0.205,4,28,90.5,4.4,2180,89.9,88.71,13,54,94,-1.2,6.4,3.3,-3.3,145,0.161,0.129,0.174,0.29,0.286,0.331,0.22,5,31,85.7,3.3,2141,90.6,90.66,17,74,71,0.1000000000000085,6.49,0.0,0.0,160,5,1,100000000,1
84,45018NYYDH0,0,47,3,1.0,131,0.103,0.0,0.176,0.103,0.166,0.255,0.148,3,29,84.0,6.4,2124,90.7,90.78,26,69,62,0.1,6.38,5.5,-5.5,155,0.241,0.31,0.19,0.552,0.382,0.417,0.277,7,29,86.2,10.0,2076,88.8,87.34,15,60,95,-1.5,6.21,-0.4,0.4,147,6,0,000000000,1
85,45018SFDH0,0,47,3,1.0,155,0.241,0.31,0.19,0.552,0.382,0.417,0.277,7,29,86.2,10.0,2076,88.8,87.34,15,60,95,-1.5,6.21,-0.4,0.4,131,0.103,0.0,0.176,0.103,0.166,0.255,0.148,3,29,84.0,6.4,2124,90.7,90.78,26,69,62,0.1,6.38,5.5,-5.5,147,0,6,00310020x,0
86,45018LAADH0,0,56,3,1.0,145,0.161,0.032,0.227,0.194,0.217,0.252,0.18,5,31,82.5,19.5,2186,86.2,86.15,19,71,74,-0.1,6.16,3.2,-3.2,149,0.297,0.27,0.286,0.568,0.389,0.368,0.266,11,37,81.0,10.6,2196,87.7,88.16,16,71,78,0.5,6.6,-1.3,1.3,152,6,0,000000000,1
87,45018OAKDH0,0,56,3,1.0,149,0.297,0.27,0.286,0.568,0.389,0.368,0.266,11,37,81.0,10.6,2196,87.7,88.16,16,71,78,0.5,6.6,-1.3,1.3,145,0.161,0.032,0.227,0.194,0.217,0.252,0.18,5,31,82.5,19.5,2186,86.2,86.15,19,71,74,-0.1,6.16,3.2,-3.2,152,0,6,000330000,0
88,45018COLDH0,0,62,4,1.0,109,0.148,0.222,0.1,0.37,0.247,0.24,0.147,4,27,82.8,19.8,2085,85.4,85.87,11,53,56,0.5,6.66,0.9,-0.9,127,0.129,0.097,0.15,0.226,0.167,0.287,0.218,4,31,84.8,2.6,2501,87.9,87.22,18,64,63,-0.7,6.02,3.9,-3.9,123,1,3,00300000x,0
89,45018SDDH0,0,62,4,1.0,127,0.129,0.097,0.15,0.226,0.167,0.287,0.218,4,31,84.8,2.6,2501,87.9,87.22,18,64,63,-0.7,6.02,3.9,-3.9,109,0.148,0.222,0.1,0.37,0.247,0.24,0.147,4,27,82.8,19.8,2085,85.4,85.87,11,53,56,0.5,6.66,0.9,-0.9,123,3,1,000000100,1
90,45018CLEDH0,0,44,4,1.0,180,0.231,0.154,0.296,0.385,0.281,0.316,0.233,9,39,82.2,23.2,2148,89.5,87.74,19,81,99,-1.8,6.41,0.5,-0.5,138,0.243,0.162,0.267,0.405,0.315,0.268,0.21,9,37,83.1,10.1,2224,86.9,83.35,13,65,73,-3.5,6.38,1.3,-1.3,177,6,5,1030100000,1
91,45018SEADH0,0,44,4,1.0,138,0.243,0.162,0.267,0.405,0.315,0.268,0.21,9,37,83.1,10.1,2224,86.9,83.35,13,65,73,-3.5,6.38,1.3,-1.3,180,0.231,0.154,0.296,0.385,0.281,0.316,0.233,9,39,82.2,23.2,2148,89.5,87.74,19,81,99,-1.8,6.41,0.5,-0.5,177,5,6,0300101001,0
92,45018STLDH0,0,63,3,1.0,143,0.286,0.086,0.333,0.371,0.287,0.354,0.291,10,35,90.1,13.4,2356,89.4,85.99,13,72,71,-3.4,6.46,1.1,-1.1,124,0.444,0.444,0.4,0.889,0.554,0.506,0.377,16,36,91.6,11.3,2174,87.6,83.95,13,61,63,-3.6,6.34,-5.6,5.6,149,9,4,030001000,1
93,45018TORDH0,0,63,3,1.0,124,0.444,0.444,0.4,0.889,0.554,0.506,0.377,16,36,91.6,11.3,2174,87.6,83.95,13,61,63,-3.6,6.34,-5.6,5.6,143,0.286,0.086,0.333,0.371,0.287,0.354,0.291,10,35,90.1,13.4,2356,89.4,85.99,13,72,71,-3.4,6.46,1.1,-1.1,149,4,9,40320000x,0
94,45018DETDH0,0,72,3,1.0,127,0.25,0.156,0.259,0.406,0.315,0.291,0.221,8,32,89.8,11.9,2203,89.0,89.03,17,65,62,0.0,6.51,0.0,0.0,117,0.069,0.103,0.071,0.172,0.119,0.167,0.121,2,29,87.3,23.3,2034,87.0,87.2,18,56,61,0.2000000000000028,6.59,3.6,-3.6,130,1,5,00010301x,0
95,45018TBDH0,0,72,3,1.0,117,0.069,0.103,0.071,0.172,0.119,0.167,0.121,2,29,87.3,23.3,2034,87.0,87.2,18,56,61,0.2000000000000028,6.59,3.6,-3.6,127,0.25,0.156,0.259,0.406,0.315,0.291,0.221,8,32,89.8,11.9,2203,89.0,89.03,17,65,62,0.0,6.51,0.0,0.0,130,5,1,000000001,1
96,45018PHIDH0,0,72,3,1.0,104,0.267,0.133,0.304,0.4,0.285,0.254,0.213,8,30,86.1,11.0,2116,85.1,86.66,16,53,51,1.6000000000000083,7.14,1.8,-1.8,132,0.273,0.061,0.36,0.333,0.299,0.328,0.268,9,33,84.3,12.6,2073,88.7,88.46,13,56,76,-0.2,6.06,2.9,-2.9,144,1,2,01001000x,0
97,45018TEXDH0,0,72,3,1.0,132,0.273,0.061,0.36,0.333,0.299,0.328,0.268,9,33,84.3,12.6,2073,88.7,88.46,13,56,76,-0.2,6.06,2.9,-2.9,104,0.267,0.133,0.304,0.4,0.285,0.254,0.213,8,30,86.1,11.0,2116,85.1,86.66,16,53,51,1.6000000000000083,7.14,1.8,-1.8,144,2,1,000100000,1
98,45018ATLDH0,0,54,3,1.0,127,0.222,0.037,0.25,0.259,0.277,0.321,0.25,6,27,87.5,17.5,2101,86.3,86.55,12,52,75,0.2999999999999971,6.37,-0.5,0.5,137,0.143,0.036,0.182,0.179,0.223,0.3,0.216,4,28,86.8,2.2,2255,92.0,92.43,16,63,74,0.4000000000000057,6.89,2.9,-2.9,137,1,4,40000000x,0
99,45018WSHDH0,0,54,3,1.0,137,0.143,0.036,0.182,0.179,0.223,0.3,0.216,4,28,86.8,2.2,2255,92.0,92.43,16,63,74,0.4000000000000057,6.89,2.9,-2.9,127,0.222,0.037,0.25,0.259,0.277,0.321,0.25,6,27,87.5,17.5,2101,86.3,86.55,12,52,75,0.2999999999999971,6.37,-0.5,0.5,137,4,1,000100000,1
100,45019BOSDH0,0,50,4,1.0,161,0.257,0.314,0.273,0.571,0.372,0.35,0.246,9,35,91.1,10.8,2178,87.5,87.65,22,76,85,0.1,6.51,-1.8,1.8,173,0.263,0.263,0.28,0.526,0.38,0.311,0.199,10,38,83.5,5.8,2312,89.1,89.74,22,78,95,0.6000000000000085,6.74,-0.4,0.4,177,6,7,311200000,0
101,45019PITDH0,0,50,4,1.0,173,0.263,0.263,0.28,0.526,0.38,0.311,0.199,10,38,83.5,5.8,2312,89.1,89.74,22,78,95,0.6000000000000085,6.74,-0.4,0.4,161,0.257,0.314,0.273,0.571,0.372,0.35,0.246,9,35,91.1,10.8,2178,87.5,87.65,22,76,85,0.1,6.51,-1.8,1.8,177,7,6,500001000,1
102,45019CWSDH0,0,57,5,1.0,190,0.35,0.55,0.292,0.9,0.544,0.487,0.316,14,40,89.0,12.6,2212,89.0,88.92,20,86,104,-0.1,6.27,-7.4,7.4,118,0.161,0.161,0.16,0.323,0.232,0.316,0.275,5,31,86.9,-0.5,2037,88.5,89.18,15,62,56,0.7000000000000028,6.77,1.4,-1.4,156,3,12,021040005,0
103,45019SFDH0,0,57,4,1.0,118,0.161,0.161,0.16,0.323,0.232,0.316,0.275,5,31,86.9,-0.5,2037,88.5,89.18,15,62,56,0.7000000000000028,6.77,1.4,-1.4,190,0.35,0.55,0.292,0.9,0.544,0.487,0.316,14,40,89.0,12.6,2212,89.0,88.92,20,86,104,-0.1,6.27,-7.4,7.4,156,12,3,000000210,1
104,45019CHCDH0,0,71,4,1.0,125,0.303,0.182,0.346,0.485,0.374,0.254,0.186,10,33,81.1,14.5,2263,85.9,84.01,15,65,60,-1.9,5.73,-2.1,2.1,159,0.308,0.154,0.367,0.462,0.363,0.338,0.292,12,39,86.9,13.3,2130,87.1,87.3,20,76,83,0.2000000000000028,6.32,-1.5,1.5,155,6,7,31003000x,0
105,45019CINDH0,0,71,4,1.0,159,0.308,0.154,0.367,0.462,0.363,0.338,0.292,12,39,86.9,13.3,2130,87.1,87.3,20,76,83,0.2000000000000028,6.32,-1.5,1.5,125,0.303,0.182,0.346,0.485,0.374,0.254,0.186,10,33,81.1,14.5,2263,85.9,84.01,15,65,60,-1.9,5.73,-2.1,2.1,155,7,6,300030000,1
106,45019DETDH0,0,73,4,1.0,166,0.214,0.095,0.216,0.31,0.275,0.335,0.272,9,42,88.7,12.2,2301,87.3,87.17,17,83,83,-0.1,6.41,1.9,-1.9,178,0.22,0.146,0.25,0.366,0.288,0.332,0.252,9,41,87.2,8.1,2301,89.5,89.54,23,87,91,0.0,6.53,-0.3,0.3,201,7,6,00004000101,1
107,45019HOUDH0,0,73,5,1.0,178,0.22,0.146,0.25,0.366,0.288,0.332,0.252,9,41,87.2,8.1,2301,89.5,89.54,23,87,91,0.0,6.53,-0.3,0.3,166,0.214,0.095,0.216,0.31,0.275,0.335,0.272,9,42,88.7,12.2,2301,87.3,87.17,17,83,83,-0.1,6.41,1.9,-1.9,201,6,7,02002010002,0
108,45019KCDH0,0,73,4,1.0,182,0.278,0.139,0.333,0.417,0.353,0.361,0.293,10,36,90.0,6.0,2291,87.9,87.85,21,80,102,0.0,6.79,-0.8,0.8,129,0.303,0.212,0.429,0.515,0.383,0.412,0.303,10,33,94.9,6.0,2208,87.9,86.9,19,57,72,-1.0,6.55,-3.7,3.7,157,9,5,000010211,1
109,45019TORDH0,0,73,4,1.0,129,0.303,0.212,0.429,0.515,0.383,0.412,0.303,10,33,94.9,6.0,2208,87.9,86.9,19,57,72,-1.0,6.55,-3.7,3.7,182,0.278,0.139,0.333,0.417,0.353,0.361,0.293,10,36,90.0,6.0,2291,87.9,87.85,21,80,102,0.0,6.79,-0.8,0.8,157,5,9,30040200x,0
110,45019COLDH0,0,57,5,1.0,160,0.361,0.417,0.435,0.778,0.492,0.429,0.311,13,36,88.8,18.4,2185,88.8,88.94,17,66,94,0.1000000000000085,6.21,-8.6,8.6,146,0.188,0.063,0.3,0.25,0.232,0.224,0.148,6,32,88.1,19.8,2256,89.4,90.57,23,72,74,1.1999999999999886,6.85,0.5,-0.5,167,4,13,00207022x,0
111,45019LADDH0,0,57,5,1.0,146,0.188,0.063,0.3,0.25,0.232,0.224,0.148,6,32,88.1,19.9,2256,89.4,90.57,23,72,74,1.1999999999999886,6.85,0.5,-0.5,160,0.361,0.417,0.435,0.778,0.492,0.429,0.311,13,36,88.8,18.4,2185,88.8,88.93,17,66,94,0.1000000000000085,6.21,-8.6,8.6,167,13,4,000040000,1
112,45019MIADH0,0,83,5,1.0,159,0.278,0.417,0.207,0.694,0.429,0.385,0.252,10,36,92.7,25.5,2187,85.5,85.2,12,69,90,-0.3,6.26,-5.9,5.9,136,0.333,0.056,0.48,0.389,0.325,0.245,0.235,12,36,90.8,-3.8,2220,90.4,90.22,14,63,73,-0.2,6.42,1.7,-1.7,151,1,11,132200201,0
113,45019MINDH0,0,83,4,1.0,136,0.333,0.056,0.48,0.389,0.325,0.245,0.235,12,36,90.8,-3.8,2220,90.4,90.22,14,63,73,-0.2,6.42,1.7,-1.7,159,0.278,0.417,0.207,0.694,0.429,0.385,0.252,10,36,92.7,25.5,2187,85.5,85.2,12,69,90,-0.3,6.26,-5.9,5.9,151,11,1,000010000,1
114,45019MILDH0,0,65,4,1.0,134,0.107,0.0,0.15,0.107,0.216,0.309,0.204,3,28,82.2,14.1,2284,89.0,90.05,15,55,79,1.0,6.79,4.6,-4.6,180,0.294,0.176,0.308,0.471,0.396,0.364,0.235,10,34,87.4,15.8,2151,86.2,87.05,18,74,106,0.8999999999999915,6.6,-4.9,4.9,157,10,0,000000000,1
115,45019NYMDH0,0,65,5,1.0,180,0.294,0.176,0.308,0.471,0.396,0.364,0.235,10,34,87.4,15.8,2151,86.2,87.05,18,74,106,0.8999999999999915,6.6,-4.9,4.9,134,0.107,0.0,0.15,0.107,0.216,0.309,0.204,3,28,82.2,14.1,2284,89.0,90.05,15,55,79,1.0,6.79,4.6,-4.6,157,0,10,00127000x,0
116,45019NYYDH0,0,53,4,1.0,140,0.297,0.054,0.367,0.351,0.282,0.275,0.278,11,37,88.1,17.1,2204,90.9,90.38,25,80,60,-0.5,6.06,2.5,-2.5,167,0.273,0.273,0.292,0.545,0.417,0.402,0.256,9,33,87.9,6.4,2293,89.0,88.44,16,60,107,-0.6,6.13,-3.9,3.9,161,8,1,000100000,1
117,45019PHIDH0,0,53,4,1.0,167,0.273,0.273,0.292,0.545,0.417,0.402,0.256,9,33,87.9,6.4,2293,89.0,88.44,16,60,107,-0.6,6.13,-3.9,3.9,140,0.297,0.054,0.367,0.351,0.282,0.275,0.278,11,37,88.1,17.1,2204,90.9,90.38,25,80,60,-0.5,6.06,2.5,-2.5,161,1,8,20105000x,0
118,45019CLEDH0,0,54,5,1.0,166,0.333,0.286,0.355,0.619,0.42,0.348,0.277,14,42,88.3,19.9,2116,89.4,89.35,24,89,77,-0.1,6.33,-6.1,6.1,198,0.372,0.186,0.405,0.558,0.397,0.395,0.373,16,43,86.9,14.6,2088,88.6,88.01,24,98,100,-0.6,6.0,-4.3,4.3,199,12,11,1500200021,1
119,45019OAKDH0,0,54,4,1.0,198,0.372,0.186,0.405,0.558,0.397,0.395,0.373,16,43,86.9,14.6,2088,88.6,88.01,24,98,100,-0.6,6.0,-4.3,4.3,166,0.333,0.286,0.355,0.619,0.42,0.348,0.277,14,42,88.3,19.9,2116,89.4,89.35,24,89,77,-0.1,6.33,-6.1,6.1,199,11,12,2003020302,0
120,45019AZDH0,0,56,5,1.0,144,0.258,0.355,0.227,0.613,0.406,0.413,0.283,8,31,88.8,17.7,2256,86.7,86.8,19,61,83,0.1,6.67,-1.0,1.0,138,0.265,0.206,0.292,0.471,0.321,0.3,0.255,9,34,92.7,19.9,2121,89.6,88.9,20,67,71,-0.7,6.19,0.2,-0.2,149,4,5,210000002,0
121,45019SDDH0,0,56,5,1.0,138,0.265,0.206,0.292,0.471,0.321,0.3,0.255,9,34,92.7,19.9,2121,89.6,88.9,20,67,71,-0.7,6.19,0.2,-0.2,144,0.258,0.355,0.227,0.613,0.406,0.413,0.283,8,31,88.8,17.7,2256,86.7,86.8,19,61,83,0.1,6.67,-1.0,1.0,149,5,4,020000101,1
122,45019LAADH0,0,45,4,1.0,154,0.152,0.091,0.2,0.242,0.237,0.305,0.215,5,33,88.9,19.6,2153,89.0,88.5,13,66,88,-0.5,6.03,2.1,-2.1,174,0.297,0.216,0.375,0.514,0.399,0.41,0.299,11,37,92.3,11.7,2248,88.7,88.25,28,80,94,-0.4,6.35,-2.4,2.4,169,7,3,101010000,1
123,45019SEADH0,0,45,5,1.0,174,0.297,0.216,0.375,0.514,0.399,0.41,0.299,11,37,92.3,11.7,2248,88.7,88.25,28,80,94,-0.4,6.35,-2.4,2.4,154,0.152,0.091,0.2,0.242,0.237,0.305,0.215,5,33,88.9,19.6,2153,89.0,88.5,13,66,88,-0.5,6.03,2.1,-2.1,169,3,7,010120021,0
124,45019ATLDH0,0,77,4,1.0,151,0.308,0.077,0.344,0.385,0.329,0.352,0.294,12,39,88.3,8.2,2482,87.7,87.75,15,73,78,0.0,6.28,2.8,-2.8,167,0.286,0.343,0.304,0.629,0.419,0.398,0.291,10,35,92.3,7.5,2155,89.3,90.07,22,76,91,0.7999999999999972,6.66,-3.8,3.8,166,8,4,100200100,1
125,45019STLDH0,0,77,4,1.0,167,0.286,0.343,0.304,0.629,0.419,0.398,0.291,10,35,92.3,7.5,2155,89.3,90.07,22,76,91,0.7999999999999972,6.66,-3.8,3.8,151,0.308,0.077,0.344,0.385,0.329,0.352,0.294,12,39,88.3,8.2,2482,87.7,87.75,15,73,78,0.0,6.28,2.8,-2.8,166,4,8,150000200,0
126,45019BALDH0,0,74,4,1.0,108,0.034,0.0,0.045,0.034,0.074,0.207,0.173,1,29,88.0,12.4,2423,88.9,88.83,14,53,55,-0.1,6.17,4.9,-4.9,141,0.138,0.207,0.133,0.345,0.259,0.287,0.166,4,29,93.6,10.8,2186,89.8,88.68,22,69,72,-1.1,6.46,2.4,-2.4,138,2,0,000000000,1
127,45019TEXDH0,0,74,4,1.0,141,0.138,0.207,0.133,0.345,0.259,0.287,0.166,4,29,93.6,10.8,2186,89.8,88.68,22,69,72,-1.1,6.46,2.4,-2.4,108,0.034,0.0,0.045,0.034,0.074,0.207,0.173,1,29,88.0,12.4,2423,88.9,88.82,14,53,55,-0.1,6.18,4.9,-4.9,138,0,2,000110000,0
128,45019TBDH0,0,70,4,1.0,128,0.125,0.094,0.13,0.219,0.179,0.251,0.191,4,32,86.0,5.8,2635,89.5,89.19,15,65,63,-0.3,6.27,3.4,-3.4,147,0.265,0.265,0.214,0.529,0.324,0.363,0.254,9,34,83.0,7.7,2105,88.1,87.41,14,75,72,-0.7,6.76,-0.1,0.1,145,6,2,000000101,1
129,45019WSHDH0,0,70,4,1.0,147,0.265,0.265,0.214,0.529,0.324,0.363,0.254,9,34,83.0,7.7,2105,88.1,87.41,14,75,72,-0.7,6.76,-0.1,0.1,128,0.125,0.094,0.13,0.219,0.179,0.251,0.191,4,32,86.0,5.8,2635,89.5,89.19,15,65,63,-0.3,6.27,3.4,-3.4,145,2,6,210100011,0
130,45020BOSDH0,0,50,5,1.0,153,0.152,0.212,0.136,0.364,0.265,0.359,0.243,5,33,92.5,15.1,2289,89.8,90.48,11,65,88,0.7000000000000028,6.88,0.9,-0.9,133,0.121,0.061,0.143,0.182,0.146,0.267,0.242,4,33,90.8,15.5,2343,86.8,86.66,11,65,68,-0.1,6.43,4.4,-4.4,156,1,4,021000100,0
131,45020PITDH0,0,50,5,1.0,133,0.121,0.061,0.143,0.182,0.146,0.267,0.242,4,33,90.8,15.5,2343,86.8,86.66,11,65,68,-0.1,6.43,4.4,-4.4,153,0.152,0.212,0.136,0.364,0.265,0.359,0.243,5,33,92.5,15.1,2289,89.8,90.48,11,65,88,0.7000000000000028,6.88,0.9,-0.9,156,4,1,100000000,1
132,45020CHCDH0,0,76,5,1.0,155,0.273,0.303,0.3,0.576,0.373,0.285,0.203,9,33,84.5,13.7,2351,89.9,90.28,23,80,75,0.3999999999999915,6.45,-1.4,1.4,169,0.372,0.116,0.432,0.488,0.402,0.422,0.36,16,43,92.4,5.6,2129,88.3,88.29,15,78,91,0.0,6.19,-7.8,7.8,172,12,5,101100020,1
133,45020CINDH0,0,76,5,1.0,169,0.372,0.116,0.432,0.488,0.402,0.422,0.36,16,43,92.4,5.6,2129,88.3,88.29,15,78,91,0.0,6.19,-7.8,7.8,155,0.273,0.303,0.3,0.576,0.373,0.285,0.203,9,33,84.5,13.7,2351,89.9,90.28,23,80,75,0.3999999999999915,6.45,-1.4,1.4,172,5,12,100001631,0
134,45020DETDH0,0,73,5,1.0,141,0.294,0.088,0.333,0.382,0.325,0.29,0.239,10,34,87.1,8.2,2137,87.9,88.97,10,67,74,1.0999999999999943,7.05,1.3,-1.3,145,0.324,0.135,0.44,0.459,0.346,0.315,0.271,12,37,90.4,1.9,2220,89.9,89.18,21,70,75,-0.7,6.04,-0.9,0.9,152,6,3,100100001,1
135,45020HOUDH0,0,73,6,1.0,145,0.324,0.135,0.44,0.459,0.346,0.315,0.271,12,37,90.4,1.9,2220,89.9,89.18,21,70,75,-0.7,6.04,-0.9,0.9,141,0.294,0.088,0.333,0.382,0.325,0.29,0.239,10,34,87.1,8.3,2137,87.9,88.97,10,67,74,1.0999999999999943,7.05,1.3,-1.3,152,3,6,100011021,0
136,45020KCDH0,0,80,5,1.0,154,0.297,0.135,0.345,0.432,0.332,0.29,0.239,11,37,90.3,12.4,2283,90.1,90.57,24,85,69,0.5,6.88,2.1,-2.1,127,0.133,0.1,0.136,0.233,0.173,0.279,0.221,4,30,93.0,16.5,2275,91.7,92.74,17,62,65,1.0,6.84,3.3,-3.3,152,1,4,001101010,0
137,45020TORDH0,0,80,5,1.0,127,0.133,0.1,0.136,0.233,0.173,0.279,0.221,4,30,93.0,16.5,2275,91.7,92.74,17,62,65,1.0,6.84,3.3,-3.3,154,0.297,0.135,0.345,0.432,0.332,0.29,0.239,11,37,90.3,12.4,2283,90.1,90.57,24,85,69,0.5,6.88,2.1,-2.1,152,4,1,010000000,1
138,45020COLDH0,0,58,6,1.0,151,0.25,0.393,0.25,0.643,0.416,0.398,0.262,7,28,96.6,12.4,2365,90.5,89.42,18,63,88,-1.1,5.58,-1.1,1.1,134,0.226,0.129,0.269,0.355,0.278,0.279,0.221,7,31,82.9,13.6,2409,89.0,88.41,15,69,65,-0.6,5.85,2.3,-2.3,145,2,5,20110001x,0
139,45020LADDH0,0,58,6,1.0,134,0.226,0.129,0.269,0.355,0.278,0.279,0.221,7,31,82.9,13.6,2409,89.0,88.41,15,69,65,-0.6,5.85,2.3,-2.3,151,0.25,0.393,0.25,0.643,0.416,0.398,0.262,7,28,96.6,12.4,2365,90.5,89.42,18,63,88,-1.1,5.58,-1.1,1.1,145,5,2,000000002,1
140,45020MIADH0,0,83,6,1.0,100,0.103,0.0,0.125,0.103,0.111,0.236,0.215,3,29,86.9,13.0,2179,94.3,93.7,15,56,44,-0.6,6.04,4.8,-4.8,120,0.115,0.115,0.154,0.231,0.165,0.193,0.155,3,26,90.9,24.1,2218,87.4,87.33,21,52,68,-0.1,6.35,2.7,-2.7,117,1,0,000000000,1
141,45020MINDH0,0,83,5,1.0,120,0.115,0.115,0.154,0.231,0.165,0.193,0.155,3,26,90.9,24.1,2218,87.4,87.33,21,52,68,-0.1,6.35,2.7,-2.7,100,0.103,0.0,0.125,0.103,0.111,0.236,0.215,3,29,86.9,13.0,2179,94.3,93.7,15,56,44,-0.6,6.04,4.8,-4.8,117,0,1,01000000x,0
142,45020MILDH0,0,63,5,1.0,128,0.235,0.0,0.258,0.235,0.222,0.321,0.282,8,34,84.4,18.2,2161,85.5,85.45,8,62,66,-0.1,6.31,4.6,-4.6,144,0.371,0.457,0.296,0.829,0.509,0.447,0.319,13,35,93.5,25.7,2354,87.3,87.06,18,77,67,-0.2,6.24,-5.6,5.6,137,9,0,000000000,1
143,45020NYMDH0,0,63,6,1.0,144,0.371,0.457,0.296,0.829,0.509,0.447,0.319,13,35,93.5,25.7,2354,87.3,87.06,18,77,67,-0.2,6.24,-5.6,5.6,128,0.235,0.0,0.258,0.235,0.222,0.321,0.282,8,34,84.4,18.2,2161,85.5,85.45,8,62,66,-0.1,6.31,4.6,-4.6,137,0,9,20000340x,0
